,31,32,energy,num_occurrences,chunk_id,chunk_size
0,-1,-1,-1.0,233,0,454
1,1,1,-1.0,221,0,454
2,-1,-1,-1.0,228,1,454
3,1,1,-1.0,226,1,454
4,1,1,-1.0,55,2,92
5,-1,-1,-1.0,37,2,92
