,31,32,energy,num_occurrences,chunk_id,chunk_size
0,1,1,-1.0,267,0,495
1,-1,-1,-1.0,228,0,495
2,-1,-1,-1.0,263,1,495
3,1,1,-1.0,232,1,495
4,-1,-1,-1.0,3,2,10
5,1,1,-1.0,7,2,10
